Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
909,CA-2026-431777,2026-01-21,2026-01-27,Standard Class,CUST-00324,Matthew Martinez,Home Office,United States,Miami,Florida,29727,South,TEC-MA-10000005,Technology,Machines,Machine Model-E5,1975.98,3,0.0,520.79
910,CA-2024-769952,2024-04-26,2024-05-02,Standard Class,CUST-00158,Karen Harris,Home Office,United States,Henderson,Kentucky,10481,South,TEC-PH-10000013,Technology,Phones,Phone Model-M13,1381.35,3,0.0,671.48
911,CA-2025-704856,2025-11-24,2025-11-26,First Class,CUST-00164,Patricia Robinson,Corporate,United States,Denver,Colorado,59487,West,FUR-TA-10000011,Furniture,Tables,Table Model-K11,1505.04,4,0.0,25.76
912,CA-2024-578148,2024-01-15,2024-01-18,First Class,CUST-00004,Andrew Allen,Corporate,United States,Charlotte,North Carolina,75809,South,TEC-AC-10000015,Technology,Accessories,Accessorie Model-O15,1062.48,8,0.0,552.36
913,CA-2025-285488,2025-02-27,2025-03-02,First Class,CUST-00226,Jessica Wilson,Corporate,United States,Indianapolis,Indiana,54017,Central,FUR-CH-10000015,Furniture,Chairs,Chair Model-O15,3364.32,8,0.0,1017.51
914,CA-2025-998626,2025-07-20,2025-07-25,Second Class,CUST-00172,Robert White,Corporate,United States,Detroit,Michigan,96455,Central,OFF-ST-10000012,Office Supplies,Storage,Storage Model-L12,712.25,5,0.0,306.13
915,CA-2024-888242,2024-04-11,2024-04-18,Standard Class,CUST-00026,Michael Moore,Home Office,United States,Newark,New Jersey,12153,East,OFF-PA-10000008,Office Supplies,Paper,Paper Model-H8,112.58,2,0.0,69.98
916,CA-2025-322162,2025-09-30,2025-10-01,Same Day,CUST-00274,Betty Hernandez,Consumer,United States,Indianapolis,Indiana,86183,Central,TEC-AC-10000012,Technology,Accessories,Accessorie Model-L12,121.2,5,0.0,36.66
917,CA-2024-107974,2024-08-16,2024-08-21,Second Class,CUST-00144,Betty Lewis,Home Office,United States,Philadelphia,Pennsylvania,71548,East,TEC-PH-10000004,Technology,Phones,Phone Model-D4,319.28,8,0.8,-542.92
918,CA-2025-104359,2025-01-18,2025-01-23,Second Class,CUST-00094,Elizabeth Clark,Consumer,United States,Nashville,Tennessee,44668,South,OFF-AR-10000004,Office Supplies,Art,Art Model-D4,299.11,7,0.0,165.47
919,CA-2025-302019,2025-11-05,2025-11-12,Standard Class,CUST-00140,Patricia Martinez,Corporate,United States,Charlotte,North Carolina,32336,South,TEC-PH-10000006,Technology,Phones,Phone Model-F6,3123.4,7,0.2,1126.48
920,CA-2025-433578,2025-09-23,2025-09-30,Standard Class,CUST-00013,Emily Burns,Consumer,United States,Chicago,Illinois,93397,Central,OFF-BI-10000010,Office Supplies,Binders,Binder Model-J10,234.69,3,0.0,145.35
921,CA-2025-266779,2025-11-04,2025-11-10,Standard Class,CUST-00032,Eugene Biddle,Corporate,United States,Newark,New Jersey,85619,East,TEC-AC-10000006,Technology,Accessories,Accessorie Model-F6,354.8,5,0.0,179.14
922,CA-2024-126518,2024-11-01,2024-11-05,Second Class,CUST-00002,Sean O'Donnell,Consumer,United States,Los Angeles,California,91015,West,OFF-SU-10000002,Office Supplies,Supplies,Supplie Model-B2,117.86,2,0.0,37.14
923,CA-2026-861593,2026-01-30,2026-02-03,Second Class,CUST-00274,Betty Hernandez,Consumer,United States,Atlanta,Georgia,41420,South,OFF-ST-10000003,Office Supplies,Storage,Storage Model-C3,817.29,5,0.1,313.24
924,CA-2026-769396,2026-03-09,2026-03-13,Second Class,CUST-00344,Sandra Rodriguez,Home Office,United States,Nashville,Tennessee,16782,South,OFF-AP-10000011,Office Supplies,Appliances,Appliance Model-K11,212.22,3,0.0,50.5
925,CA-2025-985652,2025-08-16,2025-08-17,Same Day,CUST-00184,William Robinson,Home Office,United States,New York,New York,28590,East,OFF-AP-10000013,Office Supplies,Appliances,Appliance Model-M13,277.2,3,0.2,19.12
926,CA-2025-493482,2025-01-05,2025-01-07,First Class,CUST-00150,Sandra Lee,Corporate,United States,Wilmington,Delaware,12877,East,OFF-EN-10000001,Office Supplies,Envelopes,Envelope Model-A1,10.94,2,0.2,4.84
927,CA-2026-996332,2026-06-30,2026-07-04,Second Class,CUST-00041,Arianne Shilo,Consumer,United States,Portland,Oregon,11329,West,TEC-MA-10000007,Technology,Machines,Machine Model-G7,3786.8,10,0.0,836.04
928,CA-2024-661988,2024-12-12,2024-12-16,Second Class,CUST-00264,Betty Sanchez,Home Office,United States,Philadelphia,Pennsylvania,78386,East,OFF-SU-10000010,Office Supplies,Supplies,Supplie Model-J10,52.66,2,0.2,3.17
929,CA-2024-863094,2024-01-24,2024-01-31,Standard Class,CUST-00039,Todd Boyes,Corporate,United States,Portland,Oregon,25045,West,TEC-MA-10000006,Technology,Machines,Machine Model-F6,2251.58,6,0.1,356.35
930,CA-2025-948310,2025-12-09,2025-12-12,First Class,CUST-00090,Matthew Moore,Consumer,United States,Chicago,Illinois,22054,Central,OFF-AR-10000015,Office Supplies,Art,Art Model-O15,184.3,5,0.0,100.58
931,CA-2025-207892,2025-05-22,2025-05-26,Second Class,CUST-00049,Alan Barnes,Corporate,United States,Atlanta,Georgia,35936,South,OFF-ST-10000011,Office Supplies,Storage,Storage Model-K11,861.45,5,0.0,380.73
932,CA-2025-384870,2025-08-20,2025-08-25,Second Class,CUST-00108,James Davis,Home Office,United States,Seattle,Washington,73941,West,OFF-EN-10000006,Office Supplies,Envelopes,Envelope Model-F6,189.49,7,0.0,125.64
933,CA-2026-636196,2026-04-15,2026-04-16,Same Day,CUST-00260,David Robinson,Corporate,United States,Columbus,Ohio,36177,Central,OFF-LA-10000011,Office Supplies,Labels,Label Model-K11,16.19,2,0.2,7.12
934,CA-2024-294945,2024-09-16,2024-09-19,First Class,CUST-00258,Joseph Smith,Corporate,United States,Richmond,Virginia,13924,South,FUR-CH-10000015,Furniture,Chairs,Chair Model-O15,731.76,6,0.0,136.12
935,CA-2025-324156,2025-11-22,2025-11-25,First Class,CUST-00140,Patricia Martinez,Corporate,United States,Portland,Oregon,26030,West,FUR-BO-10000003,Furniture,Bookcases,Bookcase Model-C3,166.02,1,0.0,16.5
936,CA-2025-851058,2025-04-21,2025-04-24,First Class,CUST-00068,Robert Ramirez,Consumer,United States,Wilmington,Delaware,47173,East,OFF-PA-10000005,Office Supplies,Paper,Paper Model-E5,53.34,4,0.2,22.0
937,CA-2025-435671,2025-09-14,2025-09-21,Standard Class,CUST-00292,Mary Martin,Consumer,United States,Baltimore,Maryland,94707,East,OFF-EN-10000003,Office Supplies,Envelopes,Envelope Model-C3,154.35,7,0.0,102.45
938,CA-2024-704413,2024-12-16,2024-12-17,Same Day,CUST-00090,Matthew Moore,Consumer,United States,Houston,Texas,26265,Central,OFF-EN-10000011,Office Supplies,Envelopes,Envelope Model-K11,33.41,6,0.4,7.71
939,CA-2024-453778,2024-01-22,2024-01-28,Standard Class,CUST-00244,Thomas Sanchez,Home Office,United States,Wilmington,Delaware,47272,East,FUR-FU-10000004,Furniture,Furnishings,Furnishing Model-D4,646.25,7,0.1,259.22
940,CA-2025-428387,2025-12-04,2025-12-11,Standard Class,CUST-00162,Richard Thomas,Consumer,United States,Charlotte,North Carolina,51574,South,OFF-SU-10000013,Office Supplies,Supplies,Supplie Model-M13,82.24,2,0.0,24.9
941,CA-2025-207734,2025-05-20,2025-05-24,Second Class,CUST-00102,Richard Miller,Home Office,United States,Columbus,Ohio,94029,Central,TEC-PH-10000008,Technology,Phones,Phone Model-H8,4970.28,6,0.0,2437.14
942,CA-2024-663670,2024-11-05,2024-11-06,Same Day,CUST-00114,Donald Jackson,Corporate,United States,Chicago,Illinois,32307,Central,FUR-CH-10000008,Furniture,Chairs,Chair Model-H8,758.76,6,0.0,85.57
943,CA-2024-383023,2024-01-06,2024-01-13,Standard Class,CUST-00013,Emily Burns,Consumer,United States,Miami,Florida,24523,South,FUR-BO-10000013,Furniture,Bookcases,Bookcase Model-M13,335.73,2,0.5,-207.87
944,CA-2025-800695,2025-11-19,2025-11-23,Second Class,CUST-00030,Patrick O'Donnell,Corporate,United States,Portland,Oregon,29398,West,OFF-SU-10000013,Office Supplies,Supplies,Supplie Model-M13,437.99,7,0.0,140.2
945,CA-2024-903421,2024-05-05,2024-05-07,First Class,CUST-00244,Thomas Sanchez,Home Office,United States,Milwaukee,Wisconsin,74238,Central,TEC-PH-10000010,Technology,Phones,Phone Model-J10,2076.35,8,0.2,714.63
946,CA-2024-163194,2024-10-30,2024-11-02,First Class,CUST-00234,Betty Hernandez,Consumer,United States,Salt Lake City,Utah,94821,West,OFF-SU-10000009,Office Supplies,Supplies,Supplie Model-I9,139.25,2,0.2,24.81
947,CA-2024-638891,2024-11-15,2024-11-22,Standard Class,CUST-00146,David Taylor,Consumer,United States,Phoenix,Arizona,23701,West,OFF-AR-10000013,Office Supplies,Art,Art Model-M13,143.9,10,0.0,70.34
948,CA-2026-504305,2026-05-29,2026-06-01,First Class,CUST-00312,Christopher Brown,Consumer,United States,Milwaukee,Wisconsin,30184,Central,TEC-CO-10000008,Technology,Copiers,Copier Model-H8,2291.9,3,0.2,1025.95
949,CA-2025-705282,2025-04-08,2025-04-13,Second Class,CUST-00052,Betty Anderson,Home Office,United States,Chicago,Illinois,18996,Central,OFF-AP-10000012,Office Supplies,Appliances,Appliance Model-L12,778.85,5,0.0,275.48
950,CA-2025-469053,2025-12-29,2025-12-30,Same Day,CUST-00330,Barbara Robinson,Home Office,United States,Philadelphia,Pennsylvania,12174,East,TEC-MA-10000004,Technology,Machines,Machine Model-D4,660.85,5,0.8,-1877.12
951,CA-2024-487743,2024-11-12,2024-11-16,Second Class,CUST-00058,Mark Lee,Home Office,United States,Phoenix,Arizona,75823,West,OFF-EN-10000006,Office Supplies,Envelopes,Envelope Model-F6,17.7,1,0.0,11.39
952,CA-2024-643810,2024-12-24,2024-12-28,Second Class,CUST-00049,Alan Barnes,Corporate,United States,Atlanta,Georgia,62781,South,FUR-TA-10000001,Furniture,Tables,Table Model-A1,4825.17,9,0.0,273.78
953,CA-2025-388840,2025-11-21,2025-11-23,First Class,CUST-00028,Theresa Coyne,Home Office,United States,Los Angeles,California,16964,West,TEC-MA-10000005,Technology,Machines,Machine Model-E5,1060.61,5,0.1,85.7
954,CA-2024-923895,2024-08-19,2024-08-25,Standard Class,CUST-00316,David Jones,Corporate,United States,Columbus,Ohio,61496,Central,FUR-CH-10000011,Furniture,Chairs,Chair Model-K11,413.88,5,0.4,-114.49
955,CA-2024-420155,2024-07-27,2024-07-30,First Class,CUST-00310,John Anderson,Home Office,United States,Nashville,Tennessee,10407,South,FUR-CH-10000010,Furniture,Chairs,Chair Model-J10,1240.3,10,0.0,234.1
956,CA-2026-798384,2026-05-23,2026-05-25,First Class,CUST-00043,Kelly Andreada,Corporate,United States,Nashville,Tennessee,19103,South,FUR-FU-10000013,Furniture,Furnishings,Furnishing Model-M13,220.39,8,0.1,57.95
957,CA-2025-596846,2025-04-30,2025-05-01,Same Day,CUST-00045,Maria Eirich,Consumer,United States,Miami,Florida,32377,South,OFF-ST-10000009,Office Supplies,Storage,Storage Model-I9,156.85,1,0.0,63.43
958,CA-2025-275431,2025-11-16,2025-11-17,Same Day,CUST-00011,Ken Lonsdale,Home Office,United States,Baltimore,Maryland,99135,East,TEC-PH-10000014,Technology,Phones,Phone Model-N14,1330.12,4,0.0,617.06
959,CA-2026-365852,2026-11-04,2026-11-07,First Class,CUST-00326,Margaret Lee,Home Office,United States,Richmond,Virginia,74312,South,OFF-SU-10000009,Office Supplies,Supplies,Supplie Model-I9,299.3,9,0.2,29.82
960,CA-2025-383049,2025-01-08,2025-01-15,Standard Class,CUST-00130,Charles Rodriguez,Home Office,United States,Nashville,Tennessee,53743,South,TEC-MA-10000004,Technology,Machines,Machine Model-D4,7178.3,10,0.0,1913.49
961,CA-2025-356238,2025-12-03,2025-12-09,Standard Class,CUST-00005,Irene Madden,Consumer,United States,Phoenix,Arizona,38869,West,OFF-ST-10000004,Office Supplies,Storage,Storage Model-D4,1193.64,6,0.0,548.82
962,CA-2025-387230,2025-08-14,2025-08-18,Second Class,CUST-00134,Betty Brown,Home Office,United States,Salt Lake City,Utah,21701,West,FUR-TA-10000005,Furniture,Tables,Table Model-E5,5238.94,7,0.0,435.84
963,CA-2026-389666,2026-06-17,2026-06-22,Second Class,CUST-00180,Jennifer Rodriguez,Home Office,United States,Portland,Oregon,99006,West,OFF-AR-10000015,Office Supplies,Art,Art Model-O15,314.72,7,0.0,174.83
964,CA-2024-623162,2024-12-27,2025-01-01,Second Class,CUST-00031,Justin Ritter,Consumer,United States,Columbus,Ohio,84273,Central,TEC-PH-10000008,Technology,Phones,Phone Model-H8,3523.3,6,0.2,1273.24
965,CA-2025-327882,2025-11-17,2025-11-20,First Class,CUST-00268,James Miller,Corporate,United States,Portland,Oregon,73809,West,OFF-AP-10000014,Office Supplies,Appliances,Appliance Model-N14,297.68,5,0.1,40.77
966,CA-2024-467230,2024-10-16,2024-10-17,Same Day,CUST-00013,Emily Burns,Consumer,United States,Detroit,Michigan,10667,Central,OFF-EN-10000006,Office Supplies,Envelopes,Envelope Model-F6,12.43,1,0.1,6.79
967,CA-2026-184638,2026-06-18,2026-06-25,Standard Class,CUST-00206,Robert Lewis,Consumer,United States,Los Angeles,California,45477,West,FUR-FU-10000007,Furniture,Furnishings,Furnishing Model-G7,478.2,4,0.0,223.1
968,CA-2024-726040,2024-12-30,2025-01-02,First Class,CUST-00076,Susan Lopez,Consumer,United States,Columbus,Ohio,62312,Central,TEC-PH-10000008,Technology,Phones,Phone Model-H8,4116.65,5,0.0,2018.32
969,CA-2024-189755,2024-12-22,2024-12-25,First Class,CUST-00246,Patricia Johnson,Home Office,United States,Salt Lake City,Utah,36149,West,OFF-AP-10000005,Office Supplies,Appliances,Appliance Model-E5,604.22,9,0.2,53.82
970,CA-2024-628288,2024-10-31,2024-11-06,Standard Class,CUST-00186,Anthony White,Home Office,United States,Phoenix,Arizona,67264,West,FUR-CH-10000010,Furniture,Chairs,Chair Model-J10,843.52,8,0.0,167.23
971,CA-2025-127705,2025-12-02,2025-12-06,Second Class,CUST-00130,Charles Rodriguez,Home Office,United States,Columbus,Ohio,65116,Central,TEC-PH-10000007,Technology,Phones,Phone Model-G7,428.21,1,0.0,206.11
972,CA-2026-693047,2026-02-24,2026-03-03,Standard Class,CUST-00035,Harry Marie,Consumer,United States,Atlanta,Georgia,86064,South,OFF-FA-10000012,Office Supplies,Fasteners,Fastener Model-L12,62.2,10,0.0,35.54
973,CA-2026-188771,2026-06-17,2026-06-24,Standard Class,CUST-00150,Sandra Lee,Corporate,United States,Phoenix,Arizona,97828,West,FUR-BO-10000002,Furniture,Bookcases,Bookcase Model-B2,1660.18,9,0.1,96.7
974,CA-2024-163821,2024-02-26,2024-03-03,Standard Class,CUST-00027,Georgia Nesselrode,Home Office,United States,Henderson,Kentucky,22766,South,TEC-CO-10000001,Technology,Copiers,Copier Model-A1,5757.04,8,0.0,3198.22
975,CA-2024-415508,2024-05-04,2024-05-10,Standard Class,CUST-00210,Charles Davis,Corporate,United States,Newark,New Jersey,36878,East,OFF-FA-10000013,Office Supplies,Fasteners,Fastener Model-M13,21.74,8,0.1,8.09
976,CA-2025-359214,2025-10-05,2025-10-06,Same Day,CUST-00198,John Jackson,Home Office,United States,Los Angeles,California,18800,West,FUR-BO-10000001,Furniture,Bookcases,Bookcase Model-A1,242.64,2,0.0,-14.34
977,CA-2024-982608,2024-11-27,2024-12-02,Second Class,CUST-00176,Anthony Jones,Consumer,United States,Houston,Texas,25966,Central,OFF-AR-10000002,Office Supplies,Art,Art Model-B2,69.63,3,0.0,35.78
978,CA-2026-279071,2026-05-18,2026-05-25,Standard Class,CUST-00262,Barbara Wilson,Home Office,United States,Milwaukee,Wisconsin,90892,Central,FUR-FU-10000002,Furniture,Furnishings,Furnishing Model-B2,51.8,1,0.1,19.02
979,CA-2025-510191,2025-06-07,2025-06-12,Second Class,CUST-00052,Betty Anderson,Home Office,United States,Columbus,Ohio,48015,Central,OFF-AP-10000015,Office Supplies,Appliances,Appliance Model-O15,867.52,10,0.6,-475.32
980,CA-2025-708738,2025-01-30,2025-01-31,Same Day,CUST-00186,Anthony White,Home Office,United States,Columbus,Ohio,29420,Central,FUR-BO-10000008,Furniture,Bookcases,Bookcase Model-H8,250.43,2,0.2,-59.35
981,CA-2024-997412,2024-12-02,2024-12-05,First Class,CUST-00035,Harry Marie,Consumer,United States,Milwaukee,Wisconsin,70076,Central,OFF-AP-10000011,Office Supplies,Appliances,Appliance Model-K11,156.84,3,0.0,25.58
982,CA-2026-690503,2026-05-31,2026-06-03,First Class,CUST-00310,John Anderson,Home Office,United States,Indianapolis,Indiana,18226,Central,FUR-FU-10000015,Furniture,Furnishings,Furnishing Model-O15,492.9,6,0.0,216.45
983,CA-2024-594668,2024-12-13,2024-12-20,Standard Class,CUST-00035,Harry Marie,Consumer,United States,Nashville,Tennessee,49705,South,TEC-MA-10000012,Technology,Machines,Machine Model-L12,4751.44,8,0.0,1233.43
984,CA-2025-970198,2025-09-12,2025-09-17,Second Class,CUST-00312,Christopher Brown,Consumer,United States,Atlanta,Georgia,52477,South,OFF-PA-10000001,Office Supplies,Paper,Paper Model-A1,345.24,6,0.0,212.41
985,CA-2025-342781,2025-11-28,2025-12-04,Standard Class,CUST-00040,Sandra Lemoine,Corporate,United States,Los Angeles,California,97197,West,FUR-CH-10000013,Furniture,Chairs,Chair Model-M13,1998.16,8,0.0,571.36
986,CA-2026-220034,2026-03-01,2026-03-07,Standard Class,CUST-00070,Sandra Brown,Corporate,United States,Philadelphia,Pennsylvania,60342,East,OFF-SU-10000014,Office Supplies,Supplies,Supplie Model-N14,78.08,2,0.6,-47.04
987,CA-2024-832667,2024-02-08,2024-02-09,Same Day,CUST-00176,Anthony Jones,Consumer,United States,Henderson,Kentucky,92744,South,TEC-CO-10000006,Technology,Copiers,Copier Model-F6,1297.23,3,0.0,598.34
988,CA-2025-555148,2025-04-05,2025-04-11,Standard Class,CUST-00242,Thomas Davis,Consumer,United States,Seattle,Washington,43095,West,OFF-FA-10000006,Office Supplies,Fasteners,Fastener Model-F6,32.09,5,0.1,17.4
989,CA-2026-105490,2026-04-13,2026-04-20,Standard Class,CUST-00049,Alan Barnes,Corporate,United States,Baltimore,Maryland,13177,East,OFF-PA-10000012,Office Supplies,Paper,Paper Model-L12,104.02,2,0.1,60.37
990,CA-2025-972837,2025-01-03,2025-01-08,Second Class,CUST-00228,Sandra White,Consumer,United States,Boston,Massachusetts,34288,East,OFF-ST-10000010,Office Supplies,Storage,Storage Model-J10,1362.6,9,0.0,591.3
991,CA-2024-560197,2024-07-31,2024-08-04,Second Class,CUST-00206,Robert Lewis,Consumer,United States,Charlotte,North Carolina,91065,South,TEC-MA-10000006,Technology,Machines,Machine Model-F6,2276.1,3,0.0,592.83
992,CA-2025-123637,2025-03-13,2025-03-20,Standard Class,CUST-00018,Mick Hernandez,Consumer,United States,Philadelphia,Pennsylvania,77796,East,OFF-AR-10000002,Office Supplies,Art,Art Model-B2,30.53,8,0.6,-12.8
993,CA-2024-178409,2024-08-17,2024-08-20,First Class,CUST-00078,Lisa Rodriguez,Home Office,United States,Milwaukee,Wisconsin,56911,Central,FUR-CH-10000003,Furniture,Chairs,Chair Model-C3,1196.94,3,0.0,358.93
994,CA-2025-375831,2025-07-01,2025-07-08,Standard Class,CUST-00214,Karen Jones,Home Office,United States,Richmond,Virginia,91087,South,FUR-BO-10000015,Furniture,Bookcases,Bookcase Model-O15,454.8,2,0.0,73.7
995,CA-2025-795558,2025-12-14,2025-12-17,First Class,CUST-00052,Betty Anderson,Home Office,United States,Miami,Florida,28256,South,FUR-TA-10000008,Furniture,Tables,Table Model-H8,3033.66,6,0.0,155.05
996,CA-2026-678211,2026-12-03,2026-12-10,Standard Class,CUST-00238,Karen Anderson,Consumer,United States,Boston,Massachusetts,19275,East,TEC-PH-10000004,Technology,Phones,Phone Model-D4,4329.9,10,0.0,2100.95
997,CA-2025-418157,2025-05-05,2025-05-08,First Class,CUST-00320,Susan Martinez,Consumer,United States,New York,New York,14666,East,OFF-FA-10000008,Office Supplies,Fasteners,Fastener Model-H8,48.66,6,0.0,28.06
998,CA-2026-873768,2026-03-11,2026-03-13,First Class,CUST-00005,Irene Madden,Consumer,United States,New York,New York,35712,East,OFF-LA-10000002,Office Supplies,Labels,Label Model-B2,111.93,7,0.0,71.35
999,CA-2024-223724,2024-01-19,2024-01-20,Same Day,CUST-00148,Charles Robinson,Consumer,United States,Milwaukee,Wisconsin,26415,Central,OFF-EN-10000006,Office Supplies,Envelopes,Envelope Model-F6,162.22,9,0.2,87.89
1000,CA-2025-338158,2025-09-22,2025-09-25,First Class,CUST-00130,Charles Rodriguez,Home Office,United States,Portland,Oregon,67216,West,TEC-MA-10000011,Technology,Machines,Machine Model-K11,928.51,4,0.1,86.33
1001,CA-2025-396323,2025-02-26,2025-03-05,Standard Class,CUST-00224,Lisa Wilson,Corporate,United States,New York,New York,42757,East,TEC-AC-10000014,Technology,Accessories,Accessorie Model-N14,24.65,1,0.1,9.12
1002,CA-2024-180088,2024-02-14,2024-02-19,Second Class,CUST-00284,Robert Martin,Consumer,United States,Portland,Oregon,27002,West,OFF-PA-10000006,Office Supplies,Paper,Paper Model-F6,53.76,2,0.0,30.94
1003,CA-2024-406900,2024-09-13,2024-09-15,First Class,CUST-00202,John Williams,Home Office,United States,Atlanta,Georgia,68135,South,OFF-SU-10000003,Office Supplies,Supplies,Supplie Model-C3,223.44,6,0.0,59.38
1004,CA-2026-839772,2026-06-08,2026-06-13,Second Class,CUST-00086,Elizabeth Garcia,Corporate,United States,Nashville,Tennessee,80964,South,OFF-FA-10000009,Office Supplies,Fasteners,Fastener Model-I9,14.76,6,0.0,4.33
1005,CA-2025-137609,2025-09-28,2025-09-29,Same Day,CUST-00054,Patricia Robinson,Corporate,United States,Denver,Colorado,40216,West,OFF-AR-10000004,Office Supplies,Art,Art Model-D4,138.2,4,0.1,64.78
1006,CA-2024-415005,2024-08-28,2024-09-03,Standard Class,CUST-00340,William Thompson,Corporate,United States,Houston,Texas,12790,Central,OFF-FA-10000008,Office Supplies,Fasteners,Fastener Model-H8,12.71,5,0.8,-10.36
1007,CA-2026-497753,2026-04-27,2026-04-28,Same Day,CUST-00092,Lisa Hernandez,Consumer,United States,Columbus,Ohio,12470,Central,TEC-CO-10000011,Technology,Copiers,Copier Model-K11,3940.08,8,0.4,833.36
1008,CA-2024-891127,2024-07-07,2024-07-12,Second Class,CUST-00013,Emily Burns,Consumer,United States,Miami,Florida,80981,South,TEC-AC-10000001,Technology,Accessories,Accessorie Model-A1,65.21,1,0.0,31.87
1009,CA-2024-920628,2024-12-10,2024-12-13,First Class,CUST-00334,David Brown,Consumer,United States,Los Angeles,California,54688,West,OFF-SU-10000006,Office Supplies,Supplies,Supplie Model-F6,592.41,7,0.0,201.96
1010,CA-2026-660737,2026-01-16,2026-01-23,Standard Class,CUST-00014,Eric Hoffmann,Home Office,United States,Baltimore,Maryland,60870,East,TEC-PH-10000004,Technology,Phones,Phone Model-D4,3385.2,5,0.0,1660.6
1011,CA-2025-394335,2025-04-19,2025-04-25,Standard Class,CUST-00240,Jessica Garcia,Corporate,United States,Atlanta,Georgia,59976,South,OFF-EN-10000015,Office Supplies,Envelopes,Envelope Model-O15,85.1,4,0.1,53.53
1012,CA-2026-479264,2026-03-29,2026-04-01,First Class,CUST-00021,Shirley Jackson,Home Office,United States,Denver,Colorado,48774,West,OFF-AR-10000012,Office Supplies,Art,Art Model-L12,30.7,1,0.0,16.42
1013,CA-2024-565367,2024-10-02,2024-10-09,Standard Class,CUST-00284,Robert Martin,Consumer,United States,New York,New York,50225,East,OFF-LA-10000011,Office Supplies,Labels,Label Model-K11,86.0,5,0.0,56.2
1014,CA-2025-389874,2025-11-15,2025-11-16,Same Day,CUST-00132,Sandra Smith,Home Office,United States,Milwaukee,Wisconsin,82955,Central,FUR-TA-10000011,Furniture,Tables,Table Model-K11,4156.0,10,0.0,-126.6
1015,CA-2025-254037,2025-09-16,2025-09-17,Same Day,CUST-00174,Mark Williams,Home Office,United States,Portland,Oregon,46194,West,OFF-AP-10000007,Office Supplies,Appliances,Appliance Model-G7,721.6,3,0.1,213.12
1016,CA-2026-143993,2026-06-11,2026-06-12,Same Day,CUST-00068,Robert Ramirez,Consumer,United States,Newark,New Jersey,15046,East,FUR-TA-10000003,Furniture,Tables,Table Model-C3,4759.12,8,0.0,113.87
1017,CA-2025-146906,2025-07-20,2025-07-21,Same Day,CUST-00314,Karen Miller,Home Office,United States,Charlotte,North Carolina,12112,South,OFF-ST-10000009,Office Supplies,Storage,Storage Model-I9,1032.54,6,0.0,426.27
1018,CA-2025-962656,2025-11-03,2025-11-08,Second Class,CUST-00176,Anthony Jones,Consumer,United States,Baltimore,Maryland,20151,East,OFF-AP-10000001,Office Supplies,Appliances,Appliance Model-A1,1010.1,10,0.0,304.54
1019,CA-2025-527963,2025-11-28,2025-12-04,Standard Class,CUST-00168,Elizabeth Johnson,Consumer,United States,Atlanta,Georgia,13236,South,OFF-AR-10000009,Office Supplies,Art,Art Model-I9,193.86,6,0.0,106.72
1020,CA-2025-126775,2025-10-29,2025-11-01,First Class,CUST-00268,James Miller,Corporate,United States,Philadelphia,Pennsylvania,58274,East,FUR-BO-10000012,Furniture,Bookcases,Bookcase Model-L12,475.62,3,0.0,43.9
1021,CA-2024-780748,2024-04-18,2024-04-25,Standard Class,CUST-00110,Karen Moore,Corporate,United States,Atlanta,Georgia,59655,South,TEC-CO-10000003,Technology,Copiers,Copier Model-C3,3122.85,3,0.0,1777.71
1022,CA-2024-791218,2024-03-21,2024-03-23,First Class,CUST-00238,Karen Anderson,Consumer,United States,Indianapolis,Indiana,25891,Central,TEC-CO-10000007,Technology,Copiers,Copier Model-G7,1366.33,1,0.0,779.8
1023,CA-2025-479547,2025-06-21,2025-06-24,First Class,CUST-00086,Elizabeth Garcia,Corporate,United States,Denver,Colorado,48412,West,TEC-MA-10000009,Technology,Machines,Machine Model-I9,1776.12,4,0.0,412.84
1024,CA-2024-479895,2024-08-24,2024-08-30,Standard Class,CUST-00029,Joe Elijah,Home Office,United States,Phoenix,Arizona,63729,West,OFF-BI-10000003,Office Supplies,Binders,Binder Model-C3,73.98,9,0.0,26.49
1025,CA-2025-356842,2025-10-31,2025-11-02,First Class,CUST-00178,Lisa Thomas,Home Office,United States,Chicago,Illinois,84624,Central,TEC-CO-10000002,Technology,Copiers,Copier Model-B2,3928.38,3,0.0,2237.03
1026,CA-2026-541474,2026-03-06,2026-03-12,Standard Class,CUST-00248,Karen Clark,Consumer,United States,Denver,Colorado,44115,West,TEC-AC-10000009,Technology,Accessories,Accessorie Model-I9,275.04,6,0.2,101.13
1027,CA-2025-878938,2025-06-01,2025-06-06,Second Class,CUST-00202,John Williams,Home Office,United States,Seattle,Washington,69515,West,FUR-BO-10000004,Furniture,Bookcases,Bookcase Model-D4,437.61,7,0.5,-393.8
1028,CA-2024-471581,2024-11-27,2024-12-01,Second Class,CUST-00006,Harold Pawlan,Consumer,United States,Los Angeles,California,27351,West,OFF-FA-10000012,Office Supplies,Fasteners,Fastener Model-L12,91.98,7,0.0,57.39
1029,CA-2024-746582,2024-05-10,2024-05-15,Second Class,CUST-00072,David Anderson,Home Office,United States,Miami,Florida,54146,South,TEC-MA-10000005,Technology,Machines,Machine Model-E5,6148.32,6,0.0,1664.5
